title,totalyearlycompensation,yearsofexperience,location,experience_category
Software Engineer,175000,2.0,"San Francisco, CA",0-3
Software Engineer,700000,7.0,"Menlo Park, CA",7-9
Software Engineer,120000,2.0,"Austin, TX",0-3
Software Engineer,353000,6.0,"Cupertino, CA",4-6
Software Engineer,417000,8.0,"San Jose, CA",7-9
Software Engineer,299000,4.0,"New York, NY",4-6
Software Engineer,189000,2.0,"San Francisco, CA",0-3
Software Engineer,192000,8.0,"Santa Clara, CA",7-9
Software Engineer,185000,6.0,"San Jose, CA",4-6
Software Engineer,229000,20.0,"San Jose, CA",20+
Software Engineer,110000,2.0,"Chicago, IL",0-3
Software Engineer,385000,11.0,"San Jose, CA",10-19
Software Engineer,216000,2.0,"San Francisco, CA",0-3
Software Engineer,270000,7.0,"Seattle, WA",7-9
Software Engineer,500000,6.0,"Seattle, WA",4-6
Software Engineer,606000,20.0,"San Francisco, CA",20+
Software Engineer,71000,1.0,"Orlando, FL",0-3
Software Engineer,250000,0.0,"Cupertino, CA",0-3
Software Engineer,45000,13.0,"Hyderabad, AP, India",10-19
Software Engineer,190000,3.0,"Seattle, WA",0-3
Software Engineer,224000,10.0,"London, EN, United Kingdom",10-19
Software Engineer,168000,0.0,"Seattle, WA",0-3
Software Engineer,157000,10.0,"Santa Clara, CA",10-19
Software Engineer,222000,7.0,"Bellevue, WA",7-9
Software Engineer,193000,3.0,"Cupertino, CA",0-3
Software Engineer,136000,14.0,"Sunnyvale, CA",10-19
Software Engineer,190000,13.0,"Redwood City, CA",10-19
Software Engineer,196000,6.0,"New York, NY",4-6
Software Engineer,191000,6.0,"Palo Alto, CA",4-6
Software Engineer,100000,4.0,"Portland, OR",4-6
Software Engineer,250000,12.0,"Redmond, WA",10-19
Software Engineer,196000,4.0,"Los Angeles, CA",4-6
Software Engineer,88000,5.0,"Toronto, ON, Canada",4-6
Software Engineer,170000,1.0,"Seattle, WA",0-3
Software Engineer,135000,4.0,"Vienna, VA",4-6
Software Engineer,200000,8.0,"Seattle, WA",7-9
Software Engineer,260000,15.0,"Vancouver, BC, Canada",10-19
Software Engineer,154000,2.0,"Boulder, CO",0-3
Software Engineer,160000,5.0,"San Francisco, CA",4-6
Software Engineer,149000,8.0,"Dallas, TX",7-9
Software Engineer,135000,1.0,"New York, NY",0-3
Software Engineer,110000,7.0,"Chennai, TN, India",7-9
Software Engineer,110000,1.0,"New York, NY",0-3
Software Engineer,275000,9.0,"San Jose, CA",7-9
Software Engineer,304000,3.0,"Palo Alto, CA",0-3
Software Engineer,113000,4.0,"Chandler, AZ",4-6
Software Engineer,177000,19.0,"Seattle, WA",10-19
Software Engineer,182000,5.0,"New York, NY",4-6
Software Engineer,228000,2.0,"San Francisco, CA",0-3
Software Engineer,260000,9.0,"San Diego, CA",7-9
Software Engineer,170000,6.0,"San Jose, CA",4-6
Software Engineer,291000,9.0,"London, EN, United Kingdom",7-9
Software Engineer,165000,5.0,"San Francisco, CA",4-6
Software Engineer,422000,15.0,"London, EN, United Kingdom",10-19
Software Engineer,48000,3.0,"Bangalore, KA, India",0-3
Software Engineer,400000,25.0,"New York, NY",20+
Software Engineer,330000,9.0,"San Francisco, CA",7-9
Software Engineer,160000,11.0,"Natick, MA",10-19
Software Engineer,141000,0.0,"New York, NY",0-3
Software Engineer,147000,7.0,"Mountain View, CA",7-9
Software Engineer,24000,3.0,"Mumbai, MH, India",0-3
Software Engineer,154000,2.0,"Seattle, WA",0-3
Software Engineer,182000,0.0,"New York, NY",0-3
Software Engineer,169000,0.0,"Mountain View, CA",0-3
Software Engineer,380000,12.0,"New York, NY",10-19
Software Engineer,105000,8.0,"Orlando, FL",7-9
Software Engineer,212000,8.0,"San Jose, CA",7-9
Software Engineer,280000,3.0,"San Francisco, CA",0-3
Software Engineer,262000,5.0,"Seattle, WA",4-6
Software Engineer,185000,7.0,"New York, NY",7-9
Software Engineer,356000,11.0,"San Jose, CA",10-19
Software Engineer,185000,2.0,"Fremont, CA",0-3
Software Engineer,136000,3.0,"Redmond, WA",0-3
Software Engineer,337000,6.0,"San Bruno, CA",4-6
Software Engineer,222000,4.0,"Seattle, WA",4-6
Software Engineer,187000,5.0,"San Francisco, CA",4-6
Software Engineer,310000,15.0,"Seattle, WA",10-19
Software Engineer,113000,3.0,"Houston, TX",0-3
Software Engineer,98000,9.0,"Toronto, ON, Canada",7-9
Software Engineer,225000,7.0,"Redwood City, CA",7-9
Software Engineer,180000,1.0,"Vancouver, BC, Canada",0-3
Software Engineer,212000,5.0,"San Francisco, CA",4-6
Software Engineer,210000,4.0,"Seattle, WA",4-6
Software Engineer,68000,8.0,"Bangalore, KA, India",7-9
Software Engineer,79000,4.0,"Amsterdam, NH, Netherlands",4-6
Software Engineer,142000,0.0,"Tempe, AZ",0-3
Software Engineer,129000,6.0,"Santa Clara, CA",4-6
Software Engineer,242000,2.0,"Menlo Park, CA",0-3
Software Engineer,215000,6.0,"Austin, TX",4-6
Software Engineer,365000,10.0,"New York, NY",10-19
Software Engineer,135000,1.0,"Seattle, WA",0-3
Software Engineer,173000,10.0,"Redmond, WA",10-19
Software Engineer,121000,9.0,"Austin, TX",7-9
Software Engineer,328000,12.0,"San Francisco, CA",10-19
Software Engineer,300000,15.0,"Chicago, IL",10-19
Software Engineer,152000,0.0,"Seattle, WA",0-3
Software Engineer,104000,12.0,"Raleigh, NC",10-19
Software Engineer,46000,2.0,"Bangalore, KA, India",0-3
Software Engineer,493000,10.0,"Mountain View, CA",10-19
Software Engineer,190000,10.0,"Los Angeles, CA",10-19
Software Engineer,255000,6.0,"Menlo Park, CA",4-6
Software Engineer,260000,15.0,"Seattle, WA",10-19
Software Engineer,400000,11.0,"San Francisco, CA",10-19
Software Engineer,157000,1.0,"Seattle, WA",0-3
Software Engineer,200000,15.0,"San Francisco, CA",10-19
Software Engineer,250000,4.0,"Seattle, WA",4-6
Software Engineer,220000,10.0,"London, EN, United Kingdom",10-19
Software Engineer,50000,3.0,"Gurgaon, HR, India",0-3
Software Engineer,74000,7.0,"Hyderabad, AP, India",7-9
Software Engineer,40000,1.0,"Bangalore, KA, India",0-3
Software Engineer,30000,2.0,"Mumbai, MH, India",0-3
Software Engineer,275000,10.0,"Boston, MA",10-19
Software Engineer,287000,19.0,"New York, NY",10-19
Software Engineer,320000,8.0,"Bellevue, WA",7-9
Software Engineer,310000,3.0,"San Francisco, CA",0-3
Software Engineer,189000,2.0,"Seattle, WA",0-3
Software Engineer,193000,3.0,"Cupertino, CA",0-3
Software Engineer,550000,10.0,"Boston, MA",10-19
Software Engineer,280000,15.0,"San Jose, CA",10-19
Software Engineer,200000,6.0,"Toronto, ON, Canada",4-6
Software Engineer,232000,5.0,"Santa Clara, CA",4-6
Software Engineer,135000,6.0,"Charlotte, NC",4-6
Software Engineer,482000,10.0,"Mountain View, CA",10-19
Software Engineer,272000,2.0,"New York, NY",0-3
Software Engineer,800000,15.0,"New York, NY",10-19
Software Engineer,272000,5.0,"Seattle, WA",4-6
Software Engineer,162000,0.0,"Santa Clara, CA",0-3
Software Engineer,99000,3.0,"Ottawa, ON, Canada",0-3
Software Engineer,190000,4.0,"San Jose, CA",4-6
Software Engineer,252000,4.0,"Arlington, VA",4-6
Software Engineer,89000,4.0,"Toronto, ON, Canada",4-6
Software Engineer,381000,5.0,"San Francisco, CA",4-6
Software Engineer,176000,0.0,"Broomfield, CO",0-3
Software Engineer,162000,5.0,"Seattle, WA",4-6
Software Engineer,147000,5.0,"San Francisco, CA",4-6
Software Engineer,289000,6.0,"Mountain View, CA",4-6
Software Engineer,420000,19.0,"Menlo Park, CA",10-19
Software Engineer,334000,11.0,"Menlo Park, CA",10-19
Software Engineer,90000,1.0,"Vancouver, BC, Canada",0-3
Software Engineer,107000,4.0,"Sunnyvale, CA",4-6
Software Engineer,275000,5.0,"Mountain View, CA",4-6
Software Engineer,98000,4.0,"Singapore, SG, Singapore",4-6
Software Engineer,78000,6.0,"Palm Bay, FL",4-6
Software Engineer,38000,15.0,"Budapest, BU, Hungary",10-19
Software Engineer,155000,4.0,"New York, NY",4-6
Software Engineer,360000,10.0,"New York, NY",10-19
Software Engineer,165000,3.0,"New York, NY",0-3
Software Engineer,215000,6.0,"Sunnyvale, CA",4-6
Software Engineer,390000,6.0,"San Francisco, CA",4-6
Software Engineer,140000,8.0,"Reston, VA",7-9
Software Engineer,149000,4.0,"St Paul, MN",4-6
Software Engineer,227000,6.0,"Seattle, WA",4-6
Software Engineer,147000,5.0,"Los Angeles, CA",4-6
Software Engineer,165000,4.0,"Palo Alto, CA",4-6
Software Engineer,75000,1.0,"London, EN, United Kingdom",0-3
Software Engineer,233000,9.0,"London, EN, United Kingdom",7-9
Software Engineer,354000,12.0,"Mountain View, CA",10-19
Software Engineer,85000,1.0,"Warren, MI",0-3
Software Engineer,156000,7.0,"Redmond, WA",7-9
Software Engineer,216000,7.0,"Austin, TX",7-9
Software Engineer,150000,0.0,"New York, NY",0-3
Software Engineer,194000,13.0,"Littleton, MA",10-19
Software Engineer,250000,9.0,"New York, NY",7-9
Software Engineer,167000,6.0,"Redmond, WA",4-6
Software Engineer,128000,3.0,"Sunnyvale, CA",0-3
Software Engineer,275000,8.0,"Redmond, WA",7-9
Software Engineer,215000,3.0,"Seattle, WA",0-3
Software Engineer,139000,12.0,"Austin, TX",10-19
Software Engineer,145000,1.0,"Foster City, CA",0-3
Software Engineer,185000,0.0,"Menlo Park, CA",0-3
Software Engineer,215000,9.0,"Seattle, WA",7-9
Software Engineer,195000,0.0,"Seattle, WA",0-3
Software Engineer,165000,0.0,"New York, NY",0-3
Software Engineer,73000,2.0,"Orlando, FL",0-3
Software Engineer,232000,20.0,"San Francisco, CA",20+
Software Engineer,450000,25.0,"Sunnyvale, CA",20+
Software Engineer,155000,1.0,"Herndon, VA",0-3
Software Engineer,128000,10.0,"Madison, WI",10-19
Software Engineer,275000,3.0,"Mountain View, CA",0-3
Software Engineer,135000,4.0,"Raleigh, NC",4-6
Software Engineer,200000,9.0,"Seattle, WA",7-9
Software Engineer,215000,4.0,"Los Angeles, CA",4-6
Software Engineer,146000,0.0,"New York, NY",0-3
Software Engineer,151000,3.0,"London, EN, United Kingdom",0-3
Software Engineer,295000,5.0,"San Francisco, CA",4-6
Software Engineer,441000,7.0,"Los Gatos, CA",7-9
Software Engineer,190000,3.0,"New York, NY",0-3
Software Engineer,299000,4.0,"Seattle, WA",4-6
Software Engineer,112000,3.0,"London, EN, United Kingdom",0-3
Software Engineer,25000,2.0,"Hyderabad, AP, India",0-3
Software Engineer,135000,8.0,"London, EN, United Kingdom",7-9
Software Engineer,300000,12.0,"Chicago, IL",10-19
Software Engineer,124000,12.0,"Washington, DC",10-19
Software Engineer,134000,3.0,"New York, NY",0-3
Software Engineer,350000,7.0,"Palo Alto, CA",7-9
Software Engineer,73000,6.0,"Galway, GY, Ireland",4-6
Software Engineer,92000,10.0,"London, EN, United Kingdom",10-19
Software Engineer,298000,1.0,"Sunnyvale, CA",0-3
Software Engineer,230000,8.0,"Tempe, AZ",7-9
Software Engineer,225000,10.0,"Cupertino, CA",10-19
Software Engineer,156000,2.0,"Los Angeles, CA",0-3
Software Engineer,143000,5.0,"Los Angeles, CA",4-6
Software Engineer,350000,8.0,"Boston, MA",7-9
Software Engineer,147000,2.0,"San Diego, CA",0-3
Software Engineer,265000,11.0,"San Francisco, CA",10-19
Software Engineer,525000,18.0,"Santa Clara, CA",10-19
Software Engineer,220000,10.0,"San Francisco, CA",10-19
Software Engineer,195000,0.0,"San Francisco, CA",0-3
Software Engineer,334000,10.0,"New York, NY",10-19
Software Engineer,202000,7.0,"London, EN, United Kingdom",7-9
Software Engineer,375000,7.0,"San Francisco, CA",7-9
Software Engineer,232000,2.0,"San Francisco, CA",0-3
Software Engineer,214000,10.0,"Minneapolis, MN",10-19
Software Engineer,127000,6.0,"San Francisco, CA",4-6
Software Engineer,260000,6.0,"Palo Alto, CA",4-6
Software Engineer,200000,1.0,"Austin, TX",0-3
Software Engineer,177000,8.0,"Washington, DC",7-9
Software Engineer,177000,5.0,"Santa Clara, CA",4-6
Software Engineer,84000,3.0,"Kansas City, MO",0-3
Software Engineer,400000,15.0,"Menlo Park, CA",10-19
Software Engineer,295000,23.0,"San Francisco, CA",20+
Software Engineer,180000,8.0,"Bellevue, WA",7-9
Software Engineer,105000,1.0,"San Francisco, CA",0-3
Software Engineer,193000,3.0,"Seattle, WA",0-3
Software Engineer,195000,0.0,"New York, NY",0-3
Software Engineer,146000,2.0,"Mountain View, CA",0-3
Software Engineer,225000,8.0,"Palo Alto, CA",7-9
Software Engineer,154000,13.0,"Hillsboro, OR",10-19
Software Engineer,251000,5.0,"Seattle, WA",4-6
Software Engineer,24000,5.0,"Delhi, DL, India",4-6
Software Engineer,125000,5.0,"Chicago, IL",4-6
Software Engineer,250000,2.0,"New York, NY",0-3
Software Engineer,340000,9.0,"Cupertino, CA",7-9
Software Engineer,200000,5.0,"Mountain View, CA",4-6
Software Engineer,210000,0.0,"Seattle, WA",0-3
Software Engineer,165000,5.0,"Durham, NC",4-6
Software Engineer,167000,7.0,"San Jose, CA",7-9
Software Engineer,175000,4.0,"New York, NY",4-6
Software Engineer,228000,0.0,"Seattle, WA",0-3
Software Engineer,88000,12.0,"Berlin, BE, Germany",10-19
Software Engineer,170000,7.0,"Tokyo, TY, Japan",7-9
Software Engineer,281000,10.0,"London, EN, United Kingdom",10-19
Software Engineer,107000,20.0,"West Valley City, UT",20+
Software Engineer,135000,3.0,"Berlin, BE, Germany",0-3
Software Engineer,175000,1.0,"Seattle, WA",0-3
Software Engineer,200000,10.0,"London, EN, United Kingdom",10-19
Software Engineer,178000,3.0,"San Jose, CA",0-3
Software Engineer,115000,3.0,"Los Angeles, CA",0-3
Software Engineer,197000,4.0,"New York, NY",4-6
Software Engineer,280000,10.0,"New York, NY",10-19
Software Engineer,56000,10.0,"Moscow, MC, Russia",10-19
Software Engineer,174000,4.0,"Pittsburgh, PA",4-6
Software Engineer,410000,11.0,"San Francisco, CA",10-19
Software Engineer,265000,5.0,"San Francisco, CA",4-6
Software Engineer,326000,4.0,"Pittsburgh, PA",4-6
Software Engineer,128000,3.0,"Redmond, WA",0-3
Software Engineer,134000,2.0,"New York, NY",0-3
Software Engineer,174000,8.0,"Atlanta, GA",7-9
Software Engineer,139000,4.0,"Seattle, WA",4-6
Software Engineer,130000,0.0,"San Jose, CA",0-3
Software Engineer,25000,4.0,"Moscow, MC, Russia",4-6
Software Engineer,161000,1.0,"Seattle, WA",0-3
Software Engineer,145000,6.0,"Vienna, VA",4-6
Software Engineer,50000,9.0,"Chennai, TN, India",7-9
Software Engineer,175000,1.0,"Redmond, WA",0-3
Software Engineer,147000,15.0,"Sunnyvale, CA",10-19
Software Engineer,112000,1.0,"Boston, MA",0-3
Software Engineer,136000,3.0,"Austin, TX",0-3
Software Engineer,250000,14.0,"Boston, MA",10-19
Software Engineer,188000,5.0,"New York, NY",4-6
Software Engineer,245000,12.0,"San Francisco, CA",10-19
Software Engineer,53000,7.0,"Chennai, TN, India",7-9
Software Engineer,340000,8.0,"Seattle, WA",7-9
Software Engineer,90000,7.0,"Wayne, NJ",7-9
Software Engineer,184000,20.0,"Santa Clara, CA",20+
Software Engineer,257000,4.0,"Mountain View, CA",4-6
Software Engineer,175000,15.0,"Santa Clara, CA",10-19
Software Engineer,236000,6.0,"Seattle, WA",4-6
Software Engineer,89000,8.0,"Bellevue, WA",7-9
Software Engineer,202000,6.0,"Portland, OR",4-6
Software Engineer,187000,1.0,"Austin, TX",0-3
Software Engineer,238000,4.0,"San Francisco, CA",4-6
Software Engineer,320000,6.0,"San Francisco, CA",4-6
Software Engineer,300000,4.0,"Sunnyvale, CA",4-6
Software Engineer,86000,4.0,"Shenzhen, GD, China",4-6
Software Engineer,168000,6.0,"Tel Aviv, TA, Israel",4-6
Software Engineer,280000,6.0,"Seattle, WA",4-6
Software Engineer,98000,0.0,"Palo Alto, CA",0-3
Software Engineer,70000,4.0,"Singapore, SG, Singapore",4-6
Software Engineer,67000,10.0,"Bangalore, KA, India",10-19
Software Engineer,112000,0.0,"Seattle, WA",0-3
Software Engineer,297000,7.0,"London, EN, United Kingdom",7-9
Software Engineer,17000,3.0,"Chennai, TN, India",0-3
Software Engineer,310000,10.0,"London, EN, United Kingdom",10-19
Software Engineer,140000,2.0,"Boston, MA",0-3
Software Engineer,36000,5.0,"Minsk, HM, Belarus",4-6
Software Engineer,119000,7.0,"Hopkinton, MA",7-9
Software Engineer,110000,5.0,"Lehi, UT",4-6
Software Engineer,158000,3.0,"Newark, NJ",0-3
Software Engineer,220000,3.0,"New York, NY",0-3
Software Engineer,171000,2.0,"Seattle, WA",0-3
Software Engineer,185000,0.0,"San Francisco, CA",0-3
Software Engineer,158000,5.0,"San Francisco, CA",4-6
Software Engineer,160000,3.0,"New York, NY",0-3
Software Engineer,181000,9.0,"Boston, MA",7-9
Software Engineer,48000,7.0,"Bangalore, KA, India",7-9
Software Engineer,160000,7.0,"San Francisco, CA",7-9
Software Engineer,473000,8.0,"Los Gatos, CA",7-9
Software Engineer,100000,3.0,"New York, NY",0-3
Software Engineer,150000,4.0,"San Jose, CA",4-6
Software Engineer,188000,0.0,"Sunnyvale, CA",0-3
Software Engineer,270000,6.0,"Seattle, WA",4-6
Software Engineer,325000,10.0,"Zurich, ZH, Switzerland",10-19
Software Engineer,240000,16.0,"Washington, DC",10-19
Software Engineer,181000,5.0,"Cupertino, CA",4-6
Software Engineer,190000,12.0,"Seattle, WA",10-19
Software Engineer,125000,10.0,"Madison, WI",10-19
Software Engineer,370000,12.0,"New York, NY",10-19
Software Engineer,99000,10.0,"Wilmington, DE",10-19
Software Engineer,425000,8.0,"San Francisco, CA",7-9
Software Engineer,315000,15.0,"Santa Clara, CA",10-19
Software Engineer,234000,2.0,"Menlo Park, CA",0-3
Software Engineer,120000,12.0,"San Francisco, CA",10-19
Software Engineer,650000,15.0,"Los Gatos, CA",10-19
Software Engineer,300000,4.0,"Seattle, WA",4-6
Software Engineer,215000,2.0,"Sunnyvale, CA",0-3
Software Engineer,170000,0.0,"Mountain View, CA",0-3
Software Engineer,400000,9.0,"Boston, MA",7-9
Software Engineer,300000,3.0,"Sunnyvale, CA",0-3
Software Engineer,200000,14.0,"Mountain View, CA",10-19
Software Engineer,310000,15.0,"San Francisco, CA",10-19
Software Engineer,210000,5.0,"Sunnyvale, CA",4-6
Software Engineer,145000,5.0,"Seattle, WA",4-6
Software Engineer,109000,5.0,"Toronto, ON, Canada",4-6
Software Engineer,190000,5.0,"Austin, TX",4-6
Software Engineer,225000,2.0,"New York, NY",0-3
Software Engineer,110000,6.0,"Beijing, BJ, China",4-6
Software Engineer,264000,13.0,"Vancouver, BC, Canada",10-19
Software Engineer,295000,6.0,"Palo Alto, CA",4-6
Software Engineer,200000,8.0,"New York, NY",7-9
Software Engineer,174000,3.0,"New York, NY",0-3
Software Engineer,180000,1.0,"Sunnyvale, CA",0-3
Software Engineer,203000,3.0,"Seattle, WA",0-3
Software Engineer,100000,4.0,"Dearborn, MI",4-6
Software Engineer,300000,8.0,"Seattle, WA",7-9
Software Engineer,160000,11.0,"Toronto, ON, Canada",10-19
Software Engineer,210000,2.0,"Sunnyvale, CA",0-3
Software Engineer,270000,9.0,"San Francisco, CA",7-9
Software Engineer,70000,3.0,"Seoul, KG, Korea, South",0-3
Software Engineer,205000,3.0,"New York, NY",0-3
Software Engineer,102000,1.0,"Dallas, TX",0-3
Software Engineer,203000,1.0,"Seattle, WA",0-3
Software Engineer,85000,1.0,"Ottawa, ON, Canada",0-3
Software Engineer,230000,5.0,"Palo Alto, CA",4-6
Software Engineer,149000,1.0,"Seattle, WA",0-3
Software Engineer,93000,8.0,"Stockholm, ST, Sweden",7-9
Software Engineer,70000,2.0,"Nashville, TN",0-3
Software Engineer,88000,7.0,"Dearborn, MI",7-9
Software Engineer,244000,3.0,"Palo Alto, CA",0-3
Software Engineer,270000,22.0,"Redmond, WA",20+
Software Engineer,315000,8.0,"Seattle, WA",7-9
Software Engineer,161000,9.0,"Mountain View, CA",7-9
Software Engineer,165000,2.0,"Santa Clara, CA",0-3
Software Engineer,183000,3.0,"Seattle, WA",0-3
Software Engineer,151000,1.0,"Seattle, WA",0-3
Software Engineer,280000,2.0,"Menlo Park, CA",0-3
Software Engineer,310000,5.0,"San Jose, CA",4-6
Software Engineer,226000,5.0,"Dublin, DN, Ireland",4-6
Software Engineer,63000,9.0,"Bangalore, KA, India",7-9
Software Engineer,143000,5.0,"Hangzhou, ZJ, China",4-6
Software Engineer,330000,20.0,"New York, NY",20+
Software Engineer,225000,22.0,"Jersey City, NJ",20+
Software Engineer,180000,15.0,"Dublin, DN, Ireland",10-19
Software Engineer,283000,19.0,"San Jose, CA",10-19
Software Engineer,220000,15.0,"Redmond, WA",10-19
Software Engineer,82000,7.0,"Bangalore, KA, India",7-9
Software Engineer,240000,7.0,"Bellevue, WA",7-9
Software Engineer,101000,6.0,"Waterloo, ON, Canada",4-6
Software Engineer,168000,0.0,"San Francisco, CA",0-3
Software Engineer,115000,2.0,"El Segundo, CA",0-3
Software Engineer,178000,8.0,"Seattle, WA",7-9
Software Engineer,300000,6.0,"New York, NY",4-6
Software Engineer,280000,10.0,"Mountain View, CA",10-19
Software Engineer,350000,10.0,"San Francisco, CA",10-19
Software Engineer,49000,3.0,"Bangalore, KA, India",0-3
Software Engineer,200000,7.0,"Cupertino, CA",7-9
Software Engineer,140000,10.0,"Seattle, WA",10-19
Software Engineer,70000,2.0,"Nashville, TN",0-3
Software Engineer,350000,12.0,"Seattle, WA",10-19
Software Engineer,287000,4.0,"Sunnyvale, CA",4-6
Software Engineer,175000,9.0,"New York, NY",7-9
Software Engineer,296000,2.0,"Sunnyvale, CA",0-3
Software Engineer,224000,7.0,"Warrenville, IL",7-9
Software Engineer,240000,5.0,"Seattle, WA",4-6
Software Engineer,90000,4.0,"Vancouver, BC, Canada",4-6
Software Engineer,392000,21.0,"New York, NY",20+
Software Engineer,155000,1.0,"Austin, TX",0-3
Software Engineer,370000,10.0,"Seattle, WA",10-19
Software Engineer,106000,2.0,"Vancouver, BC, Canada",0-3
Software Engineer,88000,6.0,"Vancouver, BC, Canada",4-6
Software Engineer,160000,9.0,"Verona, WI",7-9
Software Engineer,304000,10.0,"Sunnyvale, CA",10-19
Software Engineer,215000,0.0,"San Francisco, CA",0-3
Software Engineer,398000,7.0,"Seattle, WA",7-9
Software Engineer,184000,1.0,"Palo Alto, CA",0-3
Software Engineer,24000,3.0,"Minsk, MI, Belarus",0-3
Software Engineer,256000,3.0,"Sunnyvale, CA",0-3
Software Engineer,84000,0.0,"Berlin, BE, Germany",0-3
Software Engineer,115000,15.0,"Berlin, BE, Germany",10-19
Software Engineer,369000,10.0,"New York, NY",10-19
Software Engineer,461000,9.0,"Menlo Park, CA",7-9
Software Engineer,127000,10.0,"New York, NY",10-19
Software Engineer,315000,5.0,"San Francisco, CA",4-6
Software Engineer,267000,5.0,"Seattle, WA",4-6
Software Engineer,178000,4.0,"Sunnyvale, CA",4-6
Software Engineer,200000,7.0,"Santa Clara, CA",7-9
Software Engineer,114000,1.0,"San Jose, CA",0-3
Software Engineer,250000,9.0,"San Jose, CA",7-9
Software Engineer,210000,3.0,"Seattle, WA",0-3
Software Engineer,195000,4.0,"Cupertino, CA",4-6
Software Engineer,94000,12.0,"Sochi, KD, Russia",10-19
Software Engineer,145000,7.0,"Redwood City, CA",7-9
Software Engineer,415000,8.0,"Seattle, WA",7-9
Software Engineer,42000,4.0,"Moscow, MC, Russia",4-6
Software Engineer,40000,4.0,"Mumbai, MH, India",4-6
Software Engineer,22000,6.0,"Saint Petersburg, SP, Russia",4-6
Software Engineer,242000,25.0,"Palo Alto, CA",20+
Software Engineer,200000,14.0,"Bellevue, WA",10-19
Software Engineer,24000,3.0,"Moscow, MC, Russia",0-3
Software Engineer,247000,12.0,"Cupertino, CA",10-19
Software Engineer,139000,1.0,"Austin, TX",0-3
Software Engineer,216000,2.0,"San Francisco, CA",0-3
Software Engineer,154000,7.0,"Moscow, MC, Russia",7-9
Software Engineer,275000,5.0,"San Francisco, CA",4-6
Software Engineer,99000,3.0,"Irvine, CA",0-3
Software Engineer,39000,4.0,"Bangalore, KA, India",4-6
Software Engineer,120000,1.0,"San Jose, CA",0-3
Software Engineer,170000,1.0,"San Francisco, CA",0-3
Software Engineer,267000,4.0,"New York, NY",4-6
Software Engineer,263000,3.0,"San Francisco, CA",0-3
Software Engineer,200000,3.0,"Sunnyvale, CA",0-3
Software Engineer,260000,5.0,"Palo Alto, CA",4-6
Software Engineer,295000,13.0,"Herndon, VA",10-19
Software Engineer,100000,7.0,"Dallas, TX",7-9
Software Engineer,153000,3.0,"Mountain View, CA",0-3
Software Engineer,290000,5.0,"Seattle, WA",4-6
Software Engineer,145000,8.0,"San Jose, CA",7-9
Software Engineer,150000,1.0,"San Francisco, CA",0-3
Software Engineer,85000,3.0,"Vancouver, BC, Canada",0-3
Software Engineer,364000,9.0,"San Francisco, CA",7-9
Software Engineer,140000,9.0,"Redlands, CA",7-9
Software Engineer,220000,3.0,"San Francisco, CA",0-3
Software Engineer,90000,6.0,"Tulsa, OK",4-6
Software Engineer,215000,3.0,"Seattle, WA",0-3
Software Engineer,281000,3.0,"Seattle, WA",0-3
Software Engineer,156000,0.0,"Austin, TX",0-3
Software Engineer,216000,5.0,"Cupertino, CA",4-6
Software Engineer,213000,5.0,"New York, NY",4-6
Software Engineer,250000,10.0,"Seattle, WA",10-19
Software Engineer,106000,0.0,"Berlin, BE, Germany",0-3
Software Engineer,201000,0.0,"Pittsburgh, PA",0-3
Software Engineer,196000,1.0,"San Francisco, CA",0-3
Software Engineer,137000,5.0,"Fremont, CA",4-6
Software Engineer,175000,5.0,"San Mateo, CA",4-6
Software Engineer,49000,10.0,"Prague, PR, Czech Republic",10-19
Software Engineer,340000,4.0,"Menlo Park, CA",4-6
Software Engineer,143000,10.0,"Toronto, ON, Canada",10-19
Software Engineer,204000,11.0,"New York, NY",10-19
Software Engineer,250000,4.0,"Sunnyvale, CA",4-6
Software Engineer,350000,16.0,"Mountain View, CA",10-19
Software Engineer,165000,1.0,"Seattle, WA",0-3
Software Engineer,460000,7.0,"Menlo Park, CA",7-9
Software Engineer,109000,9.0,"Stuttgart, BW, Germany",7-9
Software Engineer,230000,10.0,"Greenwich, CT",10-19
Software Engineer,31000,1.0,"Bengaluru, KA, India",0-3
Software Engineer,98000,3.0,"Brooklyn Park, MN",0-3
Software Engineer,131000,5.0,"Waltham, MA",4-6
Software Engineer,353000,4.0,"San Francisco, CA",4-6
Software Engineer,160000,8.0,"San Francisco, CA",7-9
Software Engineer,73000,2.0,"Dallas, TX",0-3
Software Engineer,77000,1.0,"Boston, MA",0-3
Software Engineer,200000,7.0,"Irvine, CA",7-9
Software Engineer,155000,10.0,"Richmond, VA",10-19
Software Engineer,165000,15.0,"Austin, TX",10-19
Software Engineer,600000,20.0,"San Francisco, CA",20+
Software Engineer,125000,9.0,"Toronto, ON, Canada",7-9
Software Engineer,282000,3.0,"Redmond, WA",0-3
Software Engineer,147000,5.0,"Minneapolis, MN",4-6
Software Engineer,142000,0.0,"Seattle, WA",0-3
Software Engineer,130000,6.0,"Sunnyvale, CA",4-6
Software Engineer,245000,4.0,"San Jose, CA",4-6
Software Engineer,270000,4.0,"Mountain View, CA",4-6
Software Engineer,320000,3.0,"Sunnyvale, CA",0-3
Software Engineer,161000,7.0,"Los Angeles, CA",7-9
Software Engineer,80000,1.0,"New York, NY",0-3
Software Engineer,70000,0.0,"Kansas City, MO",0-3
Software Engineer,415000,13.0,"London, EN, United Kingdom",10-19
